"projectID";"topic";"title"
"813360";"MSCA-ITN-2018";"Innovative Training Networks"
"754589";"NFRP-1";"Continually improving safety and reliability of Generation II and III reactors"
"851725";"ERC-2019-STG";"ERC Starting Grant"
"725042";"ERC-2016-COG";"ERC Consolidator Grant"
"818859";"ERC-2018-COG";"ERC Consolidator Grant"
"848068";"SC1-BHC-02-2019";"Systems approaches for the discovery of combinatorial therapies for complex disorders"
"699274";"Sesar-09-2015";"Trajectory Based Operations (TBO)"
"801872";"ERC-2018-STG";"ERC Starting Grant"
"788368";"ERC-2017-ADG";"ERC Advanced Grant"
"751257";"MSCA-IF-2016";"Individual Fellowships"
"727474";"SC1-HCO-12-2016";"Digital health literacy"
"823823";"MSCA-RISE-2018";"Research and Innovation Staff Exchange"
"828818";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
"742480";"ERC-2016-ADG";"ERC Advanced Grant"
"888997";"MSCA-IF-2019";"Individual Fellowships"
"890768";"MSCA-IF-2019";"Individual Fellowships"
"702718";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"641382";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"723951";"ERC-2016-COG";"ERC Consolidator Grant"
"792746";"MSCA-IF-2017";"Individual Fellowships"
"850997";"ERC-2019-STG";"ERC Starting Grant"
"713547";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"633261";"MSCA-NIGHT-2014";"European Researchers' Night (NIGHT)"
"101003394";"WF-02-2019";"Widening Fellowships"
"101038076";"WF-03-2020";"Widening Fellowships"
"101038070";"WF-03-2020";"Widening Fellowships"
"722824";"MSCA-NIGHT-2016";"European Researchers' Night"
"818730";"MSCA-NIGHT-2018";"European Researchers' Night"
"101038058";"WF-03-2020";"Widening Fellowships"
"101003388";"WF-02-2019";"Widening Fellowships"
"857636";"WIDESPREAD-04-2019";"ERA Chairs"
"867427";"WF-01-2018";"Widening Fellowships"
"810686";"WIDESPREAD-05-2017";"Twinning"
"101003435";"WF-02-2019";"Widening Fellowships"
"864803";"JTI-CS2-2018-CfP09-LPA-01-58";"BLI configurations of classical tube and wing aircraft architecture - Wind tunnel tests insight into propulsor inlet distortion and power saving"
"101037509";"LC-GD-8-1-2020";"Innovative, systemic zero-pollution solutions to protect health, environment and natural resources from persistent and mobile chemicals"
"886840";"JTI-CS2-2019-CfP10-LPA-01-74";"UHBR Engine Studies for Aircraft Operations and Economics"
"779656";"ICT-05-2017";"Customised and low energy computing (including Low power processor technologies)"
"724029";"MG-3.6-2016";"Euro-African initiative on road safety and traffic management"
"101007598";"JTI-CS2-2020-CfP11-LPA-01-94";"Installed UHBR Nacelle Off-Design Performance Characteristics."
"689592";"PHC-21-2015";"Advancing active and healthy ageing with ICT: Early risk detection and intervention"
"777388";"INFRASUPP-02-2017";"Policy and international cooperation measures for research infrastructures"
"864158";"JTI-CS2-2018-CfP09-LPA-01-64";"Rear End Structural Test Program - Low level tests"
"101007699";"JTI-CS2-2020-CfP11-LPA-01-90";"Automated thermography for inspection of welded safety critical engine components"
"737574";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"635056";"PHC-06-2014";"Evaluating existing screening and prevention programmes"
"101007785";"JTI-CS2-2020-CfP11-LPA-01-95";"Passive Actuated Inlet for UHBR engine ventilation"
"815668";"SFS-30-2018-2019-2020";"Agri-Aqua Labs"
"859908";"MSCA-ITN-2019";"Innovative Training Networks"
"677497";"ERC-StG-2015";"ERC Starting Grant"
"768728";"ERC-2017-PoC";"ERC-Proof of Concept"
"852787";"ERC-2019-STG";"ERC Starting Grant"
"728982";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"722966";"MSCA-NIGHT-2016";"European Researchers' Night"
"781259";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"735687";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"778341";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"726510";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"869821";"LC-EEB-05-2019-20";"Integrated storage systems for residential buildings (IA)"
"776613";"SC5-02-2017";"Integrated European regional modelling and climate prediction system"
"870403";"SU-SPACE-23-SEC-2019";"Advanced research in Near Earth Objects (NEOs) and new payload technologies for planetary defence"
"727689";"LCE-07-2016-2017";"Developing the next generation technologies of renewable electricity and heating/cooling"
"761349";"ICT-04-2017";"Smart Anything Everywhere Initiative"
"823691";"INFRAEDI-02-2018";"HPC PPP - Centres of Excellence on HPC"
"884266";"LC-SC3-NZE-5-2019-2020";"Low carbon industrial production using CCUS"
"892362";"SESAR-ER4-05-2019";"Environment and Meteorology for ATM"
"872602";"MSCA-RISE-2019";"Research and Innovation Staff Exchange"
"831558";"INFRAEOSC-05-2018-2019";"Support to the EOSC Governance"
"872687";"SwafS-14-2018-2019-2020";"Supporting the development of territorial Responsible Research and Innovation"
"721991";"MSCA-ITN-2016";"Innovative Training Networks"
"955661";"MSCA-ITN-2020";"Innovative Training Networks"
"731049";"INFRASUPP-03-2016";"Support to policies and international cooperation for e-infrastructures"
"792611";"MSCA-IF-2017";"Individual Fellowships"
"641943";"MSCA-ITN-2014-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"832488";"MSCA-IF-2018";"Individual Fellowships"
"788093";"ERC-2017-ADG";"ERC Advanced Grant"
"702705";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"754535";"MSCA-COFUND-2016";"Co-funding of regional, national and international programmes"
"813483";"MSCA-ITN-2018";"Innovative Training Networks"
"945357";"MSCA-COFUND-2019";"Co-funding of regional, national and international programmes"
"101034403";"MSCA-COFUND-2020";"Co-funding of regional, national and international programmes"
"858092";"MSCA-ITN-2019";"Innovative Training Networks"
"869595";"SC5-20-2019";"Transforming historic urban areas and/or cultural landscapes into hubs of entrepreneurship and social and cultural integration"
"724326";"ERC-2016-COG";"ERC Consolidator Grant"
"726381";"ERC-2016-COG";"ERC Consolidator Grant"
"724334";"ERC-2016-COG";"ERC Consolidator Grant"
"725978";"ERC-2016-COG";"ERC Consolidator Grant"
"724601";"ERC-2016-COG";"ERC Consolidator Grant"
"725998";"ERC-2016-COG";"ERC Consolidator Grant"
"724777";"ERC-2016-COG";"ERC Consolidator Grant"
"724857";"ERC-2016-COG";"ERC Consolidator Grant"
"725627";"ERC-2016-COG";"ERC Consolidator Grant"
"725773";"ERC-2016-COG";"ERC Consolidator Grant"
"725915";"ERC-2016-COG";"ERC Consolidator Grant"
"724431";"ERC-2016-COG";"ERC Consolidator Grant"
"726165";"ERC-2016-COG";"ERC Consolidator Grant"
"725369";"ERC-2016-COG";"ERC Consolidator Grant"
"724748";"ERC-2016-COG";"ERC Consolidator Grant"
"723890";"ERC-2016-COG";"ERC Consolidator Grant"
"723955";"ERC-2016-COG";"ERC Consolidator Grant"
"724300";"ERC-2016-COG";"ERC Consolidator Grant"
"723106";"ERC-2016-COG";"ERC Consolidator Grant"
"724529";"ERC-2016-COG";"ERC Consolidator Grant"
"725144";"ERC-2016-COG";"ERC Consolidator Grant"
"725061";"ERC-2016-COG";"ERC Consolidator Grant"
"724846";"ERC-2016-COG";"ERC Consolidator Grant"
"725183";"ERC-2016-COG";"ERC Consolidator Grant"
"724630";"ERC-2016-COG";"ERC Consolidator Grant"
"656725";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"821903";"SPACE-12-TEC-2018";"SRC – Space robotics technologies"
"824063";"INFRASUPP-01-2018-2019";"Policy and international cooperation measures for research infrastructures"
"861079";"MSCA-ITN-2019";"Innovative Training Networks"
"832907";"SU-DS04-2018-2020";"Cybersecurity in the Electrical Power and Energy System (EPES): an armour against cyber and privacy attacks and data breaches"
"822778";"TRANSFORMATIONS-06-2018";"Inclusive and sustainable growth through cultural and creative industries and the arts"
"101006844";"LC-GV-06-2020";"Advanced light materials and their production processes for automotive applications"
"869565";"SC5-16-2019";"Development of commercial activities and services through the use of GEOSS and Copernicus data"
"821261";"JTI-CS2-2017-CfP07-REG-01-11";"Full scale innovative composite frames and shear ties for Regional Aircraft Fuselage barrel on-ground demonstrators."
"101005435";"INNOSUP-01-2018-2020";"Cluster facilitated projects for new industrial value chains"
"857253";"WIDESPREAD-04-2019";"ERA Chairs"
"820807";"DT-FOF-02-2018";"Effective Industrial Human-Robot Collaboration (RIA)"
"817621";"MSCA-NIGHT-2018";"European Researchers' Night"
"101035813";"IBA-SwafS-Support-2-2020";"Support for the Research and Innovation Dimension of European Universities (Part II)"
"867413";"WF-01-2018";"Widening Fellowships"
"101003442";"WF-02-2019";"Widening Fellowships"
"101017689";"SESAR-VLD2-03-2020";"U-space capabilities and services to enable Urban Air Mobility"
"810630";"WIDESPREAD-03-2017";"ERA Chairs"
"745988";"MSCA-IF-2016";"Individual Fellowships"
"747943";"MSCA-IF-2016";"Individual Fellowships"
"750326";"MSCA-IF-2016";"Individual Fellowships"
"747921";"MSCA-IF-2016";"Individual Fellowships"
"753398";"MSCA-IF-2016";"Individual Fellowships"
"746143";"MSCA-IF-2016";"Individual Fellowships"
"699718";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101025722";"MSCA-IF-2020";"Individual Fellowships"
"101022896";"MSCA-IF-2020";"Individual Fellowships"
"657672";"LCE-20-2014";"The human factor in the energy system"
"748452";"MSCA-IF-2016";"Individual Fellowships"
"101026923";"MSCA-IF-2020";"Individual Fellowships"
"101025887";"MSCA-IF-2020";"Individual Fellowships"
"709230";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"745922";"MSCA-IF-2016";"Individual Fellowships"
"747614";"MSCA-IF-2016";"Individual Fellowships"
"748400";"MSCA-IF-2016";"Individual Fellowships"
"753858";"MSCA-IF-2016";"Individual Fellowships"
"701250";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"705697";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101017779";"FETPROACT-EIC-07-2020";"FET Proactive: emerging paradigms and communities"
"101030869";"MSCA-IF-2020";"Individual Fellowships"
"101027061";"MSCA-IF-2020";"Individual Fellowships"
"101029788";"MSCA-IF-2020";"Individual Fellowships"
"752149";"MSCA-IF-2016";"Individual Fellowships"
"749709";"MSCA-IF-2016";"Individual Fellowships"
"746695";"MSCA-IF-2016";"Individual Fellowships"
"101026519";"MSCA-IF-2020";"Individual Fellowships"
"101026196";"MSCA-IF-2020";"Individual Fellowships"
"751904";"MSCA-IF-2016";"Individual Fellowships"
"101029535";"MSCA-IF-2020";"Individual Fellowships"
"747424";"MSCA-IF-2016";"Individual Fellowships"
"101023743";"MSCA-IF-2020";"Individual Fellowships"
"101026163";"MSCA-IF-2020";"Individual Fellowships"
"705247";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"703789";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"749143";"MSCA-IF-2016";"Individual Fellowships"
"738172";"JTI-CS2-2016-CFP03-LPA-01-15";"High Fidelity time-accurate CFD Simulations"
"805436";"ERC-2018-STG";"ERC Starting Grant"
"101028886";"MSCA-IF-2020";"Individual Fellowships"
"752748";"MSCA-IF-2016";"Individual Fellowships"
"708006";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"717080";"JTI-CS2-2015-CFP02-LPA-03-06";"Head Up System integration in next generation cockpits"
"705423";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101024350";"MSCA-IF-2020";"Individual Fellowships"
"745704";"MSCA-IF-2016";"Individual Fellowships"
"101025549";"MSCA-IF-2020";"Individual Fellowships"
"749731";"MSCA-IF-2016";"Individual Fellowships"
"101025811";"MSCA-IF-2020";"Individual Fellowships"
"101024492";"MSCA-IF-2020";"Individual Fellowships"
"101028853";"MSCA-IF-2020";"Individual Fellowships"
"744659";"MSCA-IF-2016";"Individual Fellowships"
"101031566";"MSCA-IF-2020";"Individual Fellowships"
"101024045";"MSCA-IF-2020";"Individual Fellowships"
"101030158";"MSCA-IF-2020";"Individual Fellowships"
"101030319";"MSCA-IF-2020";"Individual Fellowships"
"731796";"SESAR.IR-VLD.Wave1-10-2015";"Advanced Airspace Management"
"748698";"MSCA-IF-2016";"Individual Fellowships"
"101017587";"SESAR-WAVE3-01-2020";"Virtual Centre"
"750937";"MSCA-IF-2016";"Individual Fellowships"
"101025483";"MSCA-IF-2020";"Individual Fellowships"
"819006";"MSCA-NIGHT-2018";"European Researchers' Night"
"704299";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"702410";"MSCA-IF-2015-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"749591";"MSCA-IF-2016";"Individual Fellowships"
"748592";"MSCA-IF-2016";"Individual Fellowships"
"707080";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101022531";"MSCA-IF-2020";"Individual Fellowships"
"101030505";"MSCA-IF-2020";"Individual Fellowships"
"753717";"MSCA-IF-2016";"Individual Fellowships"
"952008";"WIDESPREAD-06-2020";"ERA Chairs"
"745770";"MSCA-IF-2016";"Individual Fellowships"
"707220";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101026870";"MSCA-IF-2020";"Individual Fellowships"
"722443";"MSCA-NIGHT-2016";"European Researchers' Night"
"818837";"MSCA-NIGHT-2018";"European Researchers' Night"
"700259";"BES-06-2015";"Border crossing points topic 2: Exploring new modalities in biometric-based border checks"
"730849";"S2R-OC-IP3-01-2016";"Research into new radical ways of changing trains between tracks"
"717186";"JTI-CS2-2015-CFP02-AIR-02-14";"Prototype Tooling for Sub-Assembly, Final Assembly and Transport of the Rotorless tail for the Compound RC."
"763310";"SMEInst-05-2016-2017";"Supporting innovative SMEs in the healthcare biotechnology sector"
"674760";"PHC-12-2014-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"697790";"PHC-12-2015-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"671873";"PHC-12-2014-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"735764";"SMEInst-05-2016-2017";"Supporting innovative SMEs in the healthcare biotechnology sector"
"717286";"PHC-12-2015-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"889200";"EIC-SMEInst-2018-2020";"SME instrument"
"815991";"EIC-SMEInst-2018-2020";"SME instrument"
"889555";"EIC-SMEInst-2018-2020";"SME instrument"
"684335";"PHC-12-2015-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"815049";"EIC-SMEInst-2018-2020";"SME instrument"
"874126";"EIC-SMEInst-2018-2020";"SME instrument"
"889930";"EIC-SMEInst-2018-2020";"SME instrument"
"811499";"EIC-SMEInst-2018-2020";"SME instrument"
"836869";"EIC-SMEInst-2018-2020";"SME instrument"
"889459";"EIC-SMEInst-2018-2020";"SME instrument"
"887677";"EIC-SMEInst-2018-2020";"SME instrument"
"823383";"EIC-SMEInst-2018-2020";"SME instrument"
"854887";"EIC-SMEInst-2018-2020";"SME instrument"
"830698";"EIC-SMEInst-2018-2020";"SME instrument"
"887927";"EIC-SMEInst-2018-2020";"SME instrument"
"883055";"EIC-SMEInst-2018-2020";"SME instrument"
"811515";"EIC-SMEInst-2018-2020";"SME instrument"
"816706";"EIC-SMEInst-2018-2020";"SME instrument"
"826866";"EIC-SMEInst-2018-2020";"SME instrument"
"877730";"EIC-SMEInst-2018-2020";"SME instrument"
"881076";"EIC-SMEInst-2018-2020";"SME instrument"
"886229";"EIC-SMEInst-2018-2020";"SME instrument"
"867002";"EIC-SMEInst-2018-2020";"SME instrument"
"827952";"EIC-SMEInst-2018-2020";"SME instrument"
"837539";"EIC-SMEInst-2018-2020";"SME instrument"
"776799";"INNOSUP-05-2016-2017";"Peer learning of innovation agencies"
"955277";"MSCA-NIGHT-2020";"European Researchers' Night"
"778135";"SMEInst-08-2016-2017";"Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth"
"671747";"SPREADING";"SPREADING"
"665825";"ISSI-1-2014";"Pan-European public outreach: exhibitions and science cafés engaging citizens in science"
"818748";"MSCA-NIGHT-2018";"European Researchers' Night"
"732258";"ICT-06-2016";"Cloud Computing"
"762961";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"790610";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"633307";"MSCA-NIGHT-2014";"European Researchers' Night (NIGHT)"
"714048";"SECURITY";"SECURITY"
"733711";"SMEInst-13-2016-2017";"Engaging SMEs in security research and development"
"864488";"JTI-CS2-2018-CfP09-SYS-02-57";"Complex cores for CFRP primary structural products manufactured with high pressure RTM"
"826156";"S2R-OC-IPX-03-2018";"Innovative/breakthrough mobility concepts (with rail as backbone)"
"945478";"MSCA-COFUND-2019";"Co-funding of regional, national and international programmes"
"847471";"MSCA-COFUND-2018";"Co-funding of regional, national and international programmes"
"801509";"MSCA-COFUND-2017";"Co-funding of regional, national and international programmes"
"884104";"MSCA-COFUND-2019";"Co-funding of regional, national and international programmes"
"101034349";"MSCA-COFUND-2020";"Co-funding of regional, national and international programmes"
"634886";"PHC-17-2014";"Comparing the effectiveness of existing healthcare interventions in the elderly"
"665083";"FETOPEN-2-2014";"Coordination and Support Activities"
"101036822";"LC-GD-6-1-2020";"Testing and demonstrating systemic innovations in support of the Farm-to-Fork Strategy"
"956501";"MSCA-ITN-2020";"Innovative Training Networks"
"634238";"PHC-17-2014";"Comparing the effectiveness of existing healthcare interventions in the elderly"
"101005142";"IMI2-2020-21-01";"Development of therapeutics and diagnostics combatting coronavirus infections"
"741707";"ERC-2016-ADG";"ERC Advanced Grant"
"814962";"MG-2-2-2018";"Marine Accident Response"
"823916";"MSCA-RISE-2018";"Research and Innovation Staff Exchange"
"860337";"LC-MG-1-8-2019";"Retrofit Solutions and Next Generation Propulsion for Waterborne Transport"
"101003173";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"702768";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"870845";"MIGRATION-07-2019";"International protection of refugees in a comparative perspective"
"874758";"SC1-BHC-07-2019";"Regenerative medicine: from new insights to new applications"
"867471";"WF-01-2018";"Widening Fellowships"
"831794";"JTI-CS2-2018-CfP08-AIR-02-62";"Virtual-Hybrid-Real On Ground demonstration for HVDC & EMA Integration"
"831934";"JTI-CS2-2018-CfP08-LPA-01-51";"Design and manufacturing of a large-scale HLFC wing model for a transonic WTT"
"831825";"JTI-CS2-2018-CfP08-LPA-01-54";"Development of Measurement Techniques for Visualisation and Evaluation of Reverse Flow Interactions with Fan"
"894616";"SESAR-ER4-24-2019";"CNS"
"731116";"Health";"Health"
"952781";"IBA-SC1-Presidency-2020";"Presidency events – Innovation for better ageing"
"643738";"HCO-14-2014";"Bridging the divide in European health research and innovation"
"775990";"IBA-SC1-BIOMEDICAL-2017";"Grant to map the biomedical research projects funded by major funding organisations around the World"
"871794";"SwafS-01-2018-2019-2020";"Open schooling and collaboration on science education"
"690944";"MSCA-RISE-2015";"Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)"
"758529";"ERC-2017-STG";"ERC Starting Grant"
"778234";"MSCA-RISE-2017";"Research and Innovation Staff Exchange"
"846463";"LC-SC3-EE-14-2018-2019-2020";"Socio-economic research conceptualising and modelling energy efficiency and energy demand"
"857925";"FETPROACT-03-2018";"FET ERA-NET Cofund"
"101005071";"NSUP-1-2020";"Fostering transnational cooperation between national support structures (e.g. National Contact Points): ensuring a transition between Horizon 2020 and Horizon Europe"
"101004509";"TRANSFORMATIONS-15-2020";"Society and innovations: understanding the contexts, processes and consequences"
"101017733";"FETFLAG-04-2020";"Quantum Flagship - ERA-NET Cofund"
"825207";"FETFLAG-02-2018";"ERA-NET Cofund for FET Flagships"
"713783";"GV-6-2015";"Powertrain control for heavy-duty vehicles with optimised emission"
"875067";"ERC-2019-POC";"ERC Proof of Concept Grant"
"865217";"JTI-CS2-2018-CfP09-LPA-01-65";"Development of System pipework and Tooling for Sub-Assembly, Final-Assembly of the HLFC-wing Prototype"
"101008183";"JTI-CS2-2020-CfP11-LPA-02-37";"Thermoplastic fuselage repair process  integrated on manufacturing line"
"101008819";"H2020-EIC-SMEInst-2020-4";"H2020-EIC Accelerator pilot –SME Instrument - Green Deal"
"743655";"H2020-SGA2-EEN";"H2020 2D CONSULTATION EEN"
"642522";"INNOSUP";"INNOSUP"
"686066";"JTI-CS2-2014-CFP01-AIR-01-06";"Design and demonstration of a laminar nacelle concept for business jet"
"757459";"ERC-2017-STG";"ERC Starting Grant"
"757444";"ERC-2017-STG";"ERC Starting Grant"
"758480";"ERC-2017-STG";"ERC Starting Grant"
"822257";"IBA-EURATOM-Ukraine-2018";"Training and information programme following association of Ukraine in Euratom in 2016"
"783162";"ECSEL-2017-2";"RIA"
"653753";"DRS-21-2014";"Ethical/Societal Dimension topic 2: Better understanding the links between culture, risk perception and disaster management"
"964386";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
"835883";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"757480";"ERC-2017-STG";"ERC Starting Grant"
"853234";"ERC-2019-STG";"ERC Starting Grant"
"798371";"MSCA-IF-2017";"Individual Fellowships"
"676042";"MSCA-ITN-2015-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"759817";"ERC-2017-STG";"ERC Starting Grant"
"758974";"ERC-2017-STG";"ERC Starting Grant"
"759078";"ERC-2017-STG";"ERC Starting Grant"
"797944";"MSCA-IF-2017";"Individual Fellowships"
"758620";"ERC-2017-STG";"ERC Starting Grant"
"884902";"ERC-2019-ADG";"ERC Advanced Grant"
"643167";"MSCA-ITN-2014-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"871899";"ICT-09-2019-2020";"Robotics in Application Areas"
"115974";"IMI2-2015-05-02";"Diabetic Kidney Disease Biomarkers (DKD-BM)"
"731019";"INFRAIA-01-2016-2017";"Integrating Activities for Advanced Communities"
"641816";"SC5-01-2014";"Advanced Earth-system models"
"101004728";"INFRAINNOV-04-2020";"Innovation pilots"
"821984";"LC-SPACE-02-EO-2018";"Copernicus evolution – Mission exploitation concepts"
"871029";"INFRAIA-01-2018-2019";"Integrating Activities for Advanced Communities"
"862665";"SFS-31-2019";"ERANETs in agri-food"
"677353";"SFS-07b-2015";"Management and sustainable use of genetic resources"
"862568";"SFS-04-2019-2020";"Integrated health approaches and alternatives to pesticide use"
"731297";"SCC-1-2016-2017";"Smart Cities and Communities lighthouse projects"
"952026";"ICT-48-2020";"Towards a vibrant European network of AI excellence centres"
"727987";"SFS-09-2016";"Spotlight on critical outbreak of pests: the case of Xylella fastidiosa"
"662192";"ECSEL-01-2014";"ECSEL Key Applications and Essential Technologies (RIA)"
"101000651";"SFS-04-2019-2020";"Integrated health approaches and alternatives to pesticide use"
"101000427";"SFS-28-2018-2019-2020";"Genetic resources and pre-breeding communities"
"817526";"SFS-05-2018-2019-2020";"New and emerging risks to plant health"
"101000681";"FNR-03-2020";"A comprehensive vision for urban agriculture"
"862848";"SFS-35-2019-2020";"Sustainable Intensification in Africa"
"101000407";"SFS-21-2020";"Emerging challenges for soil management"
"730497";"SC5-09-2016";"Operationalising insurance value of ecosystems"
"727495";"SFS-19-2016-2017";"ERA-NET Cofund: Public-Public Partnerships in the bioeconomy"
"641762";"SC5-16-2014";"Making Earth Observation and Monitoring Data usable for ecosystem modelling and services"
"101035803";"IBA-SwafS-Support-2-2020";"Support for the Research and Innovation Dimension of European Universities (Part II)"
"101017578";"SC1-DTH-06-2020";"Accelerating the uptake of computer simulations for testing medicines and medical devices"
"883356";"SU-BES02-2018-2019-2020";"Technologies to enhance border and external security"
"101008503";"INFRASUPP-02-2020";"Strengthening the human capital of research infrastructures"
"642007";"SC5-10a-2014";"Enhancing mapping ecosystems and their services"
"101007135";"LC-SC3-RES-1-2019-2020";"Developing the next generation of renewable energy technologies"
"700099";"DRS-01-2015";"Crisis management topic 1: potential of current and new measures and technologies to respond to extreme weather and climate events"
"828799";"FETHPC-01-2018";"International Cooperation on HPC"
"952027";"ICT-55-2020";"Interactive Technologies"
"825003";"DT-ICT-02-2018";"Robotics - Digital Innovation Hubs (DIH)"
"873089";"MSCA-RISE-2019";"Research and Innovation Staff Exchange"
"899814";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
"945341";"NFRP-2019-2020-06";"Safety Research and Innovation for advanced nuclear systems"
"814951";"LC-MG-1-4-2018";"Hardening vehicle environmental protection systems against tampering"
"101003553";"SC5-33-2020";"Monitoring ecosystems through research, innovation and technology"
"955387";"LC-MG-1-14-2020";"Understanding and mitigating the effects on public health of emerging non-regulated nanoparticle emissions issues and noise"
"812780";"MSCA-ITN-2018";"Innovative Training Networks"
"693150";"REFLECTIVE-6-2015";"Innovation ecosystems of digital cultural assets"
"101008126";"INFRAIA-02-2020";"Integrating Activities for Starting Communities"
"675451";"EINFRA-5-2015";"Centres of Excellence for computing applications"
"766656";"ERC-2017-PoC";"ERC-Proof of Concept"
"848109";"SC1-BHC-01-2019";"Understanding causative mechanisms in co- and multimorbidities combining mental and non-mental disorders"
"793920";"MSCA-IF-2017";"Individual Fellowships"
"721536";"MSCA-ITN-2016";"Innovative Training Networks"
"955816";"MSCA-ITN-2020";"Innovative Training Networks"
"765400";"MSCA-ITN-2017";"Innovative Training Networks"
"825575";"SC1-BHC-04-2018";"Rare Disease European Joint Programme Cofund"
"948739";"ERC-2020-STG";"ERC STARTING GRANTS"
"952357";"WIDESPREAD-05-2020";"Twinning"
"871127";"INFRADEV-02-2019-2020";"Preparatory Phase of new ESFRI projects and early phase support to ESFRI high strategic potential areas"
"686271";"NMP-12-2015";"Biomaterials for treatment and prevention of Alzheimer's disease"
"945263";"SC1-DTH-13-2020";"Implementation research for scaling up and transfer of innovative solutions involving digital tools for people-centred care"
"644400";"ICT-01-2014";"Smart Cyber-Physical Systems"
"645770";"MSCA-RISE-2014";"Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)"
"654166";"INFRASUPP-6-2014";"International cooperation for research infrastructures"
"813766";"MSCA-ITN-2018";"Innovative Training Networks"
"847715";"NFRP-2018-10";"Encouraging innovation in nuclear safety for the benefit of European citizen"
"821520";"IMI2-2017-13-09";"ConcePTION – Continuum of Evidence from Pregnancy Exposures, Reproductive Toxicology and Breastfeeding to Improve Outcomes Now"
"955708";"MSCA-ITN-2020";"Innovative Training Networks"
"675115";"MSCA-ITN-2015-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"847749";"SC1-BHC-01-2019";"Understanding causative mechanisms in co- and multimorbidities combining mental and non-mental disorders"
"712281";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"779411";"ICT-25-2016-2017";"Advanced robot capabilities research and take-up"
"754848";"SC1-PM-08-2017";"New therapies for rare diseases"
"831458";"IMI2-2018-14-04";"Centre Of Excellence – Remote Decentralised Clinical Trials"
"675746";"MSCA-ITN-2015-EID";"Marie Skłodowska-Curie Innovative Training Networks (ITN-EID)"
